Accession,ID,Assay name,Assay title,Target of assay,Target gene symbol,Biosample summary,Biosample term name,Description,Lab,Project,Status,Files,Related series,Biosample accession,Biological replicate,Technical replicate,Linked antibody,Organism,Life stage,Biosample age,Biosample treatment,Biosample treatment ontology ID,Biosample treatment concentration,Biosample treatment concentration units,Biosample treatment duration,Biosample treatment duration units,Synchronization,Post-synchronization time,Post-synchronization time units,Replicates,Perturbed,Biosample type,Tissue/cell types
ENCSR851ZFT,/experiments/ENCSR851ZFT/,DNase-seq,DNase-seq,NA,NA,renal cortex interstitium female embryo (89 days),renal cortex interstitium,NA,"John Stamatoyannopoulos, UW",Roadmap,released,"/files/ENCFF995MSY/,/files/ENCFF840MYD/,/files/ENCFF418EPC/,/files/ENCFF028MXE/,/files/ENCFF239SYY/,/files/ENCFF588UYZ/,/files/ENCFF059PPG/,/files/ENCFF998JMX/,/files/ENCFF201GBB/,/files/ENCFF631CZL/,/files/ENCFF265RSB/,/files/ENCFF532SPJ/,/files/ENCFF777KQR/,/files/ENCFF443QCU/,/files/ENCFF143QCF/,/files/ENCFF404MDM/,/files/ENCFF826ZXL/,/files/ENCFF732VLL/,/files/ENCFF067PBZ/,/files/ENCFF782URP/,/files/ENCFF968IER/,/files/ENCFF071YMD/,/files/ENCFF372EFE/,/files/ENCFF940MZC/,/files/ENCFF295KAI/,/files/ENCFF329YTO/,/files/ENCFF099CBN/,/files/ENCFF590MET/,/files/ENCFF128EOL/,/files/ENCFF194KXV/,/files/ENCFF856BCH/,/files/ENCFF018KOD/,/files/ENCFF397RVZ/,/files/ENCFF681NFK/,/files/ENCFF947NIC/,/files/ENCFF949JTK/,/files/ENCFF816UDC/,/files/ENCFF931PGY/,/files/ENCFF670WBX/,/files/ENCFF117WPX/",NA,ENCBS397OFS,1,4,NA,Homo sapiens,embryonic,89 days,NA,NA,NA,NA,NA,NA,NA,NA,NA,/replicates/b0645d80-424e-4810-b1dd-25c68a9ae325/,FALSE,tissue,Kidney
ENCSR855FOP,/experiments/ENCSR855FOP/,DNase-seq,DNase-seq,NA,NA,"hematopoietic multipotent progenitor cell treated with interleukin-3 for 13 days, kit ligand for 13 days, hydrocortisone succinate for 13 days, erythropoietin for 13 days",hematopoietic multipotent progenitor cell,NA,"John Stamatoyannopoulos, UW",ENCODE,released,"/files/ENCFF943FLG/,/files/ENCFF326STI/,/files/ENCFF715DVA/,/files/ENCFF172YUM/,/files/ENCFF386CBG/,/files/ENCFF167GTG/,/files/ENCFF596PML/,/files/ENCFF263YFQ/,/files/ENCFF751MHH/,/files/ENCFF664OYA/,/files/ENCFF130FGU/,/files/ENCFF723PIT/,/files/ENCFF200PEE/,/files/ENCFF961UVZ/,/files/ENCFF617AGD/,/files/ENCFF841LEO/,/files/ENCFF323OLF/,/files/ENCFF431PWN/,/files/ENCFF656YDE/,/files/ENCFF464WUC/,/files/ENCFF831WUQ/,/files/ENCFF409UYV/,/files/ENCFF592ICG/,/files/ENCFF462BZB/,/files/ENCFF912VTL/,/files/ENCFF774ZSC/,/files/ENCFF405PBL/,/files/ENCFF850CNM/,/files/ENCFF800FAI/,/files/ENCFF881TYS/,/files/ENCFF955AXR/,/files/ENCFF136VMR/,/files/ENCFF092JYR/,/files/ENCFF564ZIR/,/files/ENCFF087PLN/,/files/ENCFF523LEM/,/files/ENCFF989KQL/,/files/ENCFF497HFQ/,/files/ENCFF540GIN/,/files/ENCFF487WJM/,/files/ENCFF993ILM/,/files/ENCFF296DIB/,/files/ENCFF821WVT/,/files/ENCFF128UBY/,/files/ENCFF658HXJ/,/files/ENCFF247JDV/,/files/ENCFF680XAU/,/files/ENCFF103SIO/,/files/ENCFF190FJQ/,/files/ENCFF964XIJ/,/files/ENCFF368IVM/,/files/ENCFF709APS/,/files/ENCFF981XZF/,/files/ENCFF128YMX/,/files/ENCFF147FCW/,/files/ENCFF523YZY/,/files/ENCFF515JXW/,/files/ENCFF037LMA/,/files/ENCFF275HMP/,/files/ENCFF187RRL/,/files/ENCFF360ETO/,/files/ENCFF599JPD/,/files/ENCFF787BJO/,/files/ENCFF487IKS/,/files/ENCFF468ANS/,/files/ENCFF471OEK/,/files/ENCFF401MSC/,/files/ENCFF741PWD/,/files/ENCFF401MDW/,/files/ENCFF667COT/,/files/ENCFF162XBG/,/files/ENCFF441QQI/,/files/ENCFF059AUJ/,/files/ENCFF579VOD/,/files/ENCFF262KAZ/,/files/ENCFF678RFU/,/files/ENCFF113OUY/,/files/ENCFF677WET/,/files/ENCFF176WJG/,/files/ENCFF304IAC/,/files/ENCFF711ZFR/,/files/ENCFF194LUR/,/files/ENCFF642OOT/,/files/ENCFF656YAA/,/files/ENCFF995WKD/,/files/ENCFF609BTW/,/files/ENCFF665LEY/,/files/ENCFF314ZJJ/,/files/ENCFF269LMM/,/files/ENCFF740ECF/,/files/ENCFF747QUI/,/files/ENCFF497BXF/,/files/ENCFF691LWR/,/files/ENCFF077WNL/",/treatment-time-series/ENCSR963OVY/,"ENCBS835VCD,ENCBS787END",12,12,NA,Homo sapiens,adult,25 years,"interleukin-3,kit ligand,hydrocortisone succinate,erythropoietin","UniProtKB:P08700,UniProtKB:P21583,CHEBI:31677,CHEBI:81579",NA,NA,13,day,NA,NA,NA,"/replicates/d22074ab-4a42-4b6c-bdfd-e411a6c02229/,/replicates/ecf2ae0e-dba0-4444-9dc5-4bf7b9cc5f1a/,/replicates/6804b27c-2d58-4883-a307-993b26927a08/",TRUE,in vitro differentiated cells,Erythroid
ENCSR856NXV,/experiments/ENCSR856NXV/,DNase-seq,DNase-seq,NA,NA,cardiac fibroblast female embryo (94 days) and female embryo (98 days),cardiac fibroblast,NA,"John Stamatoyannopoulos, UW",ENCODE,released,"/files/ENCFF402LVF/,/files/ENCFF198PMQ/,/files/ENCFF396GMA/,/files/ENCFF627UMJ/,/files/ENCFF768CVY/,/files/ENCFF468DVM/,/files/ENCFF331MUW/,/files/ENCFF283LGK/,/files/ENCFF732GJC/,/files/ENCFF182BVB/,/files/ENCFF357IAW/,/files/ENCFF133EIX/,/files/ENCFF224LJY/,/files/ENCFF699JMR/,/files/ENCFF862PBL/,/files/ENCFF023GGN/,/files/ENCFF967FOH/,/files/ENCFF513AMT/,/files/ENCFF040RJK/,/files/ENCFF049KZV/,/files/ENCFF434RYW/,/files/ENCFF373RLC/,/files/ENCFF880YPN/,/files/ENCFF199BXC/,/files/ENCFF583CYN/,/files/ENCFF519HGU/,/files/ENCFF161GJN/,/files/ENCFF314IEU/,/files/ENCFF637LJY/,/files/ENCFF921NWO/,/files/ENCFF019IAD/,/files/ENCFF973RNU/,/files/ENCFF584UFS/,/files/ENCFF626LYV/,/files/ENCFF882QOT/,/files/ENCFF646FGZ/,/files/ENCFF528RXF/,/files/ENCFF396SEV/,/files/ENCFF123ROD/,/files/ENCFF886ZIY/,/files/ENCFF014OWG/,/files/ENCFF758QPU/,/files/ENCFF382UJF/,/files/ENCFF409ZKB/",NA,"ENCBS385GBH,ENCBS743HHD",12,1,NA,Homo sapiens,embryonic,"94 days,98 days",NA,NA,NA,NA,NA,NA,NA,NA,NA,"/replicates/bb15504f-02db-4497-b67a-0edd71de770c/,/replicates/425fbed3-779a-4783-af8a-5aa39f7a2378/",FALSE,primary cell,Heart
ENCSR856QJX,/experiments/ENCSR856QJX/,DNase-seq,DNase-seq,NA,NA,adrenal gland male embryo (85 days),adrenal gland,NA,"John Stamatoyannopoulos, UW",Roadmap,released,"/files/ENCFF782OUG/,/files/ENCFF071DFS/,/files/ENCFF085NOG/,/files/ENCFF738BIJ/,/files/ENCFF002IQJ/,/files/ENCFF162LWD/,/files/ENCFF520RMC/,/files/ENCFF582VIH/,/files/ENCFF338KES/,/files/ENCFF635XOY/,/files/ENCFF695JMI/,/files/ENCFF500CZF/,/files/ENCFF246TZD/,/files/ENCFF349VMH/,/files/ENCFF055ZKP/,/files/ENCFF566XHO/,/files/ENCFF124YXW/,/files/ENCFF079UBM/,/files/ENCFF353QDI/,/files/ENCFF403YDD/,/files/ENCFF294ELN/,/files/ENCFF532RQO/,/files/ENCFF735KCX/,/files/ENCFF814YKH/,/files/ENCFF485KBE/,/files/ENCFF378ZLF/,/files/ENCFF329VVC/,/files/ENCFF126VBD/,/files/ENCFF147LND/,/files/ENCFF180KPY/,/files/ENCFF817JBV/,/files/ENCFF343CEI/,/files/ENCFF723CGG/,/files/ENCFF936MMI/,/files/ENCFF690BPH/,/files/ENCFF200VAX/,/files/ENCFF730YFL/,/files/ENCFF545QTY/",NA,ENCBS210BUA,1,2,NA,Homo sapiens,embryonic,85 days,NA,NA,NA,NA,NA,NA,NA,NA,NA,/replicates/eed68b51-0840-424c-ab13-bb5c2b0e11e8/,FALSE,tissue,Adrenal Gland
ENCSR856XLJ,/experiments/ENCSR856XLJ/,DNase-seq,DNase-seq,NA,NA,gastrocnemius medialis female adult (51 years),gastrocnemius medialis,NA,"John Stamatoyannopoulos, UW",ENCODE,released,"/files/ENCFF012WXL/,/files/ENCFF664BOI/,/files/ENCFF772OJE/,/files/ENCFF263RVL/,/files/ENCFF530NUT/,/files/ENCFF659XQU/,/files/ENCFF901FRT/,/files/ENCFF569WRZ/,/files/ENCFF899CCU/,/files/ENCFF171HEM/,/files/ENCFF370NBX/,/files/ENCFF609FTV/,/files/ENCFF540KNS/,/files/ENCFF681GTI/",/reference-epigenomes/ENCSR433UII/,ENCBS376EJL,1,1,NA,Homo sapiens,adult,51 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,/replicates/6af49008-9208-43bb-b000-80aeddf4b9a6/,FALSE,tissue,Muscle
ENCSR857AEB,/experiments/ENCSR857AEB/,DNase-seq,DNase-seq,NA,NA,large intestine male embryo (108 days),large intestine,NA,"John Stamatoyannopoulos, UW",Roadmap,released,"/files/ENCFF921ESW/,/files/ENCFF815XSU/,/files/ENCFF194RWJ/,/files/ENCFF433TRD/,/files/ENCFF509AGT/,/files/ENCFF003TBQ/,/files/ENCFF075MOT/,/files/ENCFF276FKY/,/files/ENCFF502XEA/,/files/ENCFF195NEA/,/files/ENCFF903LSJ/,/files/ENCFF224BRN/,/files/ENCFF802NEE/,/files/ENCFF993HTO/,/files/ENCFF807DWK/,/files/ENCFF716WHJ/,/files/ENCFF662OPD/,/files/ENCFF176WHD/,/files/ENCFF887GRU/,/files/ENCFF180CHV/,/files/ENCFF213LIK/,/files/ENCFF022EEQ/,/files/ENCFF513KRU/,/files/ENCFF316VYS/,/files/ENCFF272FAU/,/files/ENCFF383HBG/,/files/ENCFF443KCU/,/files/ENCFF191OAJ/,/files/ENCFF305IAL/,/files/ENCFF112ZFV/,/files/ENCFF508BZG/,/files/ENCFF177WTL/,/files/ENCFF583XPL/,/files/ENCFF555WOU/,/files/ENCFF817UEQ/,/files/ENCFF054IJX/,/files/ENCFF566MOI/,/files/ENCFF665KIJ/,/files/ENCFF121BQA/,/files/ENCFF941JGP/",/reference-epigenomes/ENCSR020SIU/,ENCBS547DHM,1,2,NA,Homo sapiens,embryonic,108 days,NA,NA,NA,NA,NA,NA,NA,NA,NA,/replicates/3b8f0dc3-799b-4a79-a8d5-ee35165a8b23/,FALSE,tissue,Large Intestine
ENCSR859CZM,/experiments/ENCSR859CZM/,DNase-seq,DNase-seq,NA,NA,occipital lobe male adult (84 years),occipital lobe,NA,"John Stamatoyannopoulos, UW",ENCODE,released,"/files/ENCFF558FDQ/,/files/ENCFF302ERV/,/files/ENCFF442BPO/,/files/ENCFF560UBJ/,/files/ENCFF270NAV/,/files/ENCFF583WEO/,/files/ENCFF546MHP/,/files/ENCFF662SZI/,/files/ENCFF794EVL/,/files/ENCFF763LHD/,/files/ENCFF367IYL/,/files/ENCFF400AJN/,/files/ENCFF121NZP/,/files/ENCFF346DVK/,/files/ENCFF714QPZ/,/files/ENCFF013FRI/,/files/ENCFF523WOP/,/files/ENCFF982QUP/,/files/ENCFF858KGJ/,/files/ENCFF324AQX/,/files/ENCFF338BLS/,/files/ENCFF261WWC/,/files/ENCFF452WLZ/,/files/ENCFF641XTE/,/files/ENCFF004UML/,/files/ENCFF940TKU/,/files/ENCFF176STH/,/files/ENCFF766NHL/,/files/ENCFF462BRA/,/files/ENCFF815VCD/,/files/ENCFF432HCJ/,/files/ENCFF496UBY/,/files/ENCFF568EAH/,/files/ENCFF825DDS/,/files/ENCFF658BJY/,/files/ENCFF156IFH/,/files/ENCFF346UHY/,/files/ENCFF566ZRA/,/files/ENCFF986AGJ/,/files/ENCFF761RYM/,/files/ENCFF464MQS/,/files/ENCFF073GNU/,/files/ENCFF231HAY/,/files/ENCFF597UGT/",NA,ENCBS312LJS,1,1,NA,Homo sapiens,adult,84 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,/replicates/9fa39188-e38f-466c-8639-852949e25976/,FALSE,tissue,Brain
ENCSR859KGQ,/experiments/ENCSR859KGQ/,DNase-seq,DNase-seq,NA,NA,right lung female embryo (107 days),right lung,NA,"John Stamatoyannopoulos, UW",Roadmap,released,"/files/ENCFF564XJU/,/files/ENCFF201VHO/,/files/ENCFF281HKU/,/files/ENCFF900TWK/,/files/ENCFF165JBK/,/files/ENCFF446HGN/,/files/ENCFF209BNZ/,/files/ENCFF975JLM/,/files/ENCFF030ZCP/,/files/ENCFF321HFJ/,/files/ENCFF118IAO/,/files/ENCFF320GBQ/,/files/ENCFF822JPF/,/files/ENCFF309YOK/,/files/ENCFF735QZX/,/files/ENCFF970PBA/,/files/ENCFF393VDU/,/files/ENCFF802ZCX/,/files/ENCFF200IIF/,/files/ENCFF264FXB/,/files/ENCFF140VUL/,/files/ENCFF973HHI/,/files/ENCFF583ERN/,/files/ENCFF791YAF/,/files/ENCFF403ETL/,/files/ENCFF148JQJ/,/files/ENCFF803THQ/,/files/ENCFF781KBL/,/files/ENCFF065HSO/,/files/ENCFF812HCM/,/files/ENCFF586GLK/,/files/ENCFF954EOQ/,/files/ENCFF058TUX/,/files/ENCFF012VNS/,/files/ENCFF806IVO/,/files/ENCFF469WJV/,/files/ENCFF630SFP/,/files/ENCFF228REN/,/files/ENCFF856DMG/,/files/ENCFF126IZH/,/files/ENCFF706BAB/,/files/ENCFF825OSP/,/files/ENCFF818BSH/",NA,ENCBS513UEL,1,7,NA,Homo sapiens,embryonic,107 days,NA,NA,NA,NA,NA,NA,NA,NA,NA,/replicates/5c028e94-de43-4162-83ee-7f6bc0401a62/,FALSE,tissue,Lung
ENCSR859LTL,/experiments/ENCSR859LTL/,DNase-seq,DNase-seq,NA,NA,breast epithelium female adult (51 years),breast epithelium,NA,"John Stamatoyannopoulos, UW",ENCODE,released,"/files/ENCFF767NOK/,/files/ENCFF076ZYG/,/files/ENCFF301JFM/,/files/ENCFF175IOO/,/files/ENCFF476PNV/,/files/ENCFF768ZNH/,/files/ENCFF617DWT/,/files/ENCFF526YXQ/,/files/ENCFF889FYM/,/files/ENCFF021TCQ/,/files/ENCFF646RLW/,/files/ENCFF342HDW/",/reference-epigenomes/ENCSR881FTZ/,ENCBS963JUQ,1,1,NA,Homo sapiens,adult,51 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,/replicates/ce2ef839-aaa8-443d-90a5-39983989e495/,FALSE,tissue,Mammary
ENCSR860NDZ,/experiments/ENCSR860NDZ/,DNase-seq,DNase-seq,NA,NA,small intestine female embryo (105 days),small intestine,NA,"John Stamatoyannopoulos, UW",Roadmap,released,"/files/ENCFF424JWB/,/files/ENCFF740BOR/,/files/ENCFF412ATV/,/files/ENCFF806DST/,/files/ENCFF083OZG/,/files/ENCFF190QVJ/,/files/ENCFF574GNO/,/files/ENCFF599BMR/,/files/ENCFF833MJX/,/files/ENCFF755OOI/,/files/ENCFF894RXP/,/files/ENCFF645DKH/,/files/ENCFF456NNR/,/files/ENCFF543VOW/,/files/ENCFF798JKB/,/files/ENCFF112IST/,/files/ENCFF514SRC/,/files/ENCFF439OYO/,/files/ENCFF932HOL/,/files/ENCFF291OQK/,/files/ENCFF133ICX/,/files/ENCFF497NHQ/,/files/ENCFF205ZBW/,/files/ENCFF838SDN/,/files/ENCFF325PPL/,/files/ENCFF374WLB/,/files/ENCFF432QKH/,/files/ENCFF927SPG/,/files/ENCFF581ZZY/,/files/ENCFF826ESN/,/files/ENCFF311UPR/,/files/ENCFF555QHE/,/files/ENCFF520MRW/,/files/ENCFF080DUX/,/files/ENCFF298ZZV/,/files/ENCFF766GMH/,/files/ENCFF701SIT/,/files/ENCFF119UQW/",NA,ENCBS703SGX,1,3,NA,Homo sapiens,embryonic,105 days,NA,NA,NA,NA,NA,NA,NA,NA,NA,/replicates/d96153a4-35bc-4547-9cfe-326760a5e05e/,FALSE,tissue,Intestine
ENCSR861NUH,/experiments/ENCSR861NUH/,DNase-seq,DNase-seq,NA,NA,muscle of leg male embryo (104 days),muscle of leg,NA,"John Stamatoyannopoulos, UW",Roadmap,released,"/files/ENCFF569YTF/,/files/ENCFF767HNZ/,/files/ENCFF241QSX/,/files/ENCFF186PVJ/,/files/ENCFF393EEB/,/files/ENCFF103MPY/,/files/ENCFF015DQR/,/files/ENCFF347YCV/,/files/ENCFF787EJE/,/files/ENCFF332CCU/,/files/ENCFF404OEK/,/files/ENCFF785OLB/,/files/ENCFF494GGV/,/files/ENCFF597OWP/,/files/ENCFF351DAM/,/files/ENCFF337EZV/,/files/ENCFF020DNI/,/files/ENCFF431UEI/,/files/ENCFF894PDJ/,/files/ENCFF684AMM/,/files/ENCFF642OCC/,/files/ENCFF199CFB/,/files/ENCFF339GSR/,/files/ENCFF236RHY/,/files/ENCFF493IHC/,/files/ENCFF630ADT/,/files/ENCFF515SLM/,/files/ENCFF481LFO/,/files/ENCFF779SYM/,/files/ENCFF503DFZ/,/files/ENCFF164FDZ/,/files/ENCFF058TTA/,/files/ENCFF503UWW/,/files/ENCFF871IUY/,/files/ENCFF467OYK/,/files/ENCFF527YNK/,/files/ENCFF403YPQ/,/files/ENCFF134XVA/,/files/ENCFF716LBF/,/files/ENCFF850XEL/,/files/ENCFF025UIS/",/reference-epigenomes/ENCSR820MXK/,ENCBS841QUZ,1,4,NA,Homo sapiens,embryonic,104 days,NA,NA,NA,NA,NA,NA,NA,NA,NA,/replicates/81abd51c-c701-402b-a449-d3afd6ac71bd/,FALSE,tissue,Muscle
ENCSR866ODX,/experiments/ENCSR866ODX/,DNase-seq,DNase-seq,NA,NA,testis male adult (37 years),testis,NA,"John Stamatoyannopoulos, UW",ENCODE,released,"/files/ENCFF349IJY/,/files/ENCFF536PRH/,/files/ENCFF048RXA/,/files/ENCFF881XDM/,/files/ENCFF005OTQ/,/files/ENCFF863YZF/,/files/ENCFF927UBK/,/files/ENCFF608KRZ/,/files/ENCFF323BCL/,/files/ENCFF190AFB/,/files/ENCFF194YTG/,/files/ENCFF748VPA/",/reference-epigenomes/ENCSR493GDU/,ENCBS667KQG,1,1,NA,Homo sapiens,adult,37 years,NA,NA,NA,NA,NA,NA,NA,NA,NA,/replicates/118ca4c0-450d-4d6b-9f64-64baef416db7/,FALSE,tissue,Gonad
ENCSR866RCY,/experiments/ENCSR866RCY/,DNase-seq,DNase-seq,NA,NA,adrenal gland female embryo (85 days),adrenal gland,NA,"John Stamatoyannopoulos, UW",Roadmap,released,"/files/ENCFF017YGK/,/files/ENCFF563JNX/,/files/ENCFF367BEU/,/files/ENCFF266OIP/,/files/ENCFF386MCV/,/files/ENCFF674CTH/,/files/ENCFF896TVD/,/files/ENCFF352HSZ/,/files/ENCFF600PHT/,/files/ENCFF501GQE/,/files/ENCFF461SIX/,/files/ENCFF294INJ/,/files/ENCFF073NNN/,/files/ENCFF416QRS/,/files/ENCFF545UTM/,/files/ENCFF869ZBM/,/files/ENCFF302IOO/,/files/ENCFF476UGA/,/files/ENCFF050NEM/,/files/ENCFF189FNX/,/files/ENCFF598BDY/,/files/ENCFF996LSO/,/files/ENCFF777NQZ/,/files/ENCFF825PKI/,/files/ENCFF616KIO/,/files/ENCFF530PCA/,/files/ENCFF748NZJ/,/files/ENCFF819JMJ/,/files/ENCFF231NFE/,/files/ENCFF133RBA/,/files/ENCFF582OVE/,/files/ENCFF008VCJ/,/files/ENCFF298ZRN/,/files/ENCFF949FCU/,/files/ENCFF740MJY/,/files/ENCFF092AIX/,/files/ENCFF873WOS/,/files/ENCFF496ZFE/",NA,ENCBS660CJK,1,2,NA,Homo sapiens,embryonic,85 days,NA,NA,NA,NA,NA,NA,NA,NA,NA,/replicates/c82233ae-0478-4b55-8fa6-f7b77ec72360/,FALSE,tissue,Adrenal Gland
ENCSR868XPR,/experiments/ENCSR868XPR/,DNase-seq,DNase-seq,NA,NA,muscle of arm male embryo (115 days),muscle of arm,NA,"John Stamatoyannopoulos, UW",Roadmap,released,"/files/ENCFF787BJS/,/files/ENCFF728VKM/,/files/ENCFF229KSL/,/files/ENCFF898KDV/,/files/ENCFF884IFY/,/files/ENCFF832LMX/,/files/ENCFF929MBR/,/files/ENCFF611CTG/,/files/ENCFF187OAE/,/files/ENCFF197QCM/,/files/ENCFF995KMZ/,/files/ENCFF547NQV/,/files/ENCFF674LYU/,/files/ENCFF130QVJ/,/files/ENCFF360MAZ/,/files/ENCFF398KYN/,/files/ENCFF177WYB/,/files/ENCFF946XPY/,/files/ENCFF094EMV/,/files/ENCFF617SLR/,/files/ENCFF781IAF/,/files/ENCFF021YWW/,/files/ENCFF742ZZG/,/files/ENCFF755ZHP/,/files/ENCFF049WFJ/,/files/ENCFF170QVL/,/files/ENCFF227YOZ/,/files/ENCFF900LAT/,/files/ENCFF842NAY/,/files/ENCFF798QVZ/,/files/ENCFF889AAI/,/files/ENCFF141NAT/,/files/ENCFF261NSP/,/files/ENCFF977QDI/,/files/ENCFF831AAQ/,/files/ENCFF968LFS/,/files/ENCFF823ZLY/,/files/ENCFF900QXY/",NA,ENCBS649MQO,1,2,NA,Homo sapiens,embryonic,115 days,NA,NA,NA,NA,NA,NA,NA,NA,NA,/replicates/20586fd2-690b-4816-b417-a5e3fb9f306b/,FALSE,tissue,Muscle
ENCSR871APX,/experiments/ENCSR871APX/,DNase-seq,DNase-seq,NA,NA,right kidney female embryo (147 days),right kidney,NA,"John Stamatoyannopoulos, UW",Roadmap,released,"/files/ENCFF708OBL/,/files/ENCFF025KHY/,/files/ENCFF929WJR/,/files/ENCFF490EBJ/,/files/ENCFF271YLR/,/files/ENCFF640NSW/,/files/ENCFF612KCS/,/files/ENCFF186VEE/,/files/ENCFF530NEL/,/files/ENCFF409LDT/,/files/ENCFF620RIJ/,/files/ENCFF637ACF/,/files/ENCFF398QZU/,/files/ENCFF426BKV/,/files/ENCFF636TCJ/,/files/ENCFF966ZGM/,/files/ENCFF442VET/,/files/ENCFF289TZA/,/files/ENCFF702IOQ/,/files/ENCFF674GWH/,/files/ENCFF605QLH/,/files/ENCFF816CNZ/,/files/ENCFF972DYB/,/files/ENCFF974PHZ/,/files/ENCFF685FBO/,/files/ENCFF200VXY/,/files/ENCFF570WZO/,/files/ENCFF807UWE/,/files/ENCFF929OQQ/,/files/ENCFF716PJM/,/files/ENCFF870MZB/,/files/ENCFF886SQA/,/files/ENCFF512TAB/,/files/ENCFF974ZJI/,/files/ENCFF999MRB/,/files/ENCFF129YKB/,/files/ENCFF612SYA/,/files/ENCFF434WFB/",NA,ENCBS082XOA,1,2,NA,Homo sapiens,embryonic,147 days,NA,NA,NA,NA,NA,NA,NA,NA,NA,/replicates/139d61cd-bbef-4fa3-a8be-12f047734651/,FALSE,tissue,Kidney
ENCSR873ANE,/experiments/ENCSR873ANE/,DNase-seq,DNase-seq,NA,NA,kidney female embryo (76 days) and male embryo (76 days),kidney,NA,"John Stamatoyannopoulos, UW",ENCODE,released,"/files/ENCFF048TUT/,/files/ENCFF601OCM/,/files/ENCFF056TYO/,/files/ENCFF675MPN/,/files/ENCFF402THI/,/files/ENCFF355AZT/,/files/ENCFF025PXA/,/files/ENCFF930DZT/,/files/ENCFF901OEZ/,/files/ENCFF305WVB/,/files/ENCFF612DEL/,/files/ENCFF357OWW/,/files/ENCFF403LQM/,/files/ENCFF960EYP/,/files/ENCFF459BNH/,/files/ENCFF288VDM/,/files/ENCFF537NOK/,/files/ENCFF036BPW/,/files/ENCFF979GTK/,/files/ENCFF932IIX/,/files/ENCFF217ROL/,/files/ENCFF894NEH/,/files/ENCFF489SPU/,/files/ENCFF662VEL/,/files/ENCFF527RUD/,/files/ENCFF006ELC/,/files/ENCFF311RLD/,/files/ENCFF561BUU/,/files/ENCFF575OZZ/,/files/ENCFF125TOS/,/files/ENCFF884TCQ/,/files/ENCFF155STK/,/files/ENCFF281LEF/,/files/ENCFF084RXG/,/files/ENCFF248ZTQ/,/files/ENCFF684WCC/,/files/ENCFF323KGM/,/files/ENCFF971IBL/,/files/ENCFF696QKZ/,/files/ENCFF980MJB/,/files/ENCFF109TAE/,/files/ENCFF888NTP/,/files/ENCFF428AYF/,/files/ENCFF015ENZ/,/files/ENCFF807DYN/,/files/ENCFF044UNG/,/files/ENCFF583ACD/,/files/ENCFF883GLJ/,/files/ENCFF217APX/,/files/ENCFF908XTT/,/files/ENCFF111NIU/,/files/ENCFF868YVO/,/files/ENCFF466WXB/,/files/ENCFF153FOP/,/files/ENCFF849KVI/,/files/ENCFF156QXF/,/files/ENCFF676ELO/,/files/ENCFF966TXF/,/files/ENCFF656ZDT/,/files/ENCFF711OTT/",NA,"ENCBS669IAZ,ENCBS384TUR",12,1,NA,Homo sapiens,embryonic,76 days,NA,NA,NA,NA,NA,NA,NA,NA,NA,"/replicates/5f04feec-5333-4877-8652-996ddc2e7054/,/replicates/b2da3269-66cc-4f31-9a5a-c50a85bc281f/",FALSE,tissue,Kidney
ENCSR874CAK,/experiments/ENCSR874CAK/,DNase-seq,DNase-seq,NA,NA,large intestine female embryo (108 days),large intestine,NA,"John Stamatoyannopoulos, UW",Roadmap,released,"/files/ENCFF207YLD/,/files/ENCFF283CKQ/,/files/ENCFF389WGU/,/files/ENCFF593MNL/,/files/ENCFF014JLM/,/files/ENCFF456JYU/,/files/ENCFF156VMM/,/files/ENCFF555ZGP/,/files/ENCFF343KVY/,/files/ENCFF608FUJ/,/files/ENCFF692TLP/,/files/ENCFF474IVS/,/files/ENCFF048XSJ/,/files/ENCFF519JJN/,/files/ENCFF619ZDU/,/files/ENCFF724FCW/,/files/ENCFF050PAX/,/files/ENCFF317VBE/,/files/ENCFF880PBK/,/files/ENCFF852TKL/,/files/ENCFF860OWV/,/files/ENCFF317WLT/,/files/ENCFF062UCD/,/files/ENCFF480LPE/,/files/ENCFF872LXH/,/files/ENCFF367ZCY/,/files/ENCFF295RRP/,/files/ENCFF991KFV/,/files/ENCFF504XOA/,/files/ENCFF188PED/,/files/ENCFF568XZP/,/files/ENCFF722OEQ/,/files/ENCFF180PJW/,/files/ENCFF977FNJ/,/files/ENCFF500AZS/,/files/ENCFF300AJK/,/files/ENCFF582BKN/,/files/ENCFF601DZA/",NA,ENCBS443ORA,1,2,NA,Homo sapiens,embryonic,108 days,NA,NA,NA,NA,NA,NA,NA,NA,NA,/replicates/d0825f12-4ade-49eb-869f-d20e68e58cbd/,FALSE,tissue,Large Intestine
